0.002724151,-0.159992579,,0.936894352
0.003381085,-0.159988568,,0.829668747
0.006585188,-0.159956635,,0.037298076
0.007229862,-0.159947729,,0.299921482
0.007657872,-0.159941357,,0.087003872
0.013512977,-0.159817399,,0.551498402
0.018741927,-0.15964874,,0.923097929
0.023800025,-0.159433559,,0.981840845
0.026488608,-0.159298354,,0.087823796
0.027502211,-0.159243628,,0.710838563
0.028460845,-0.15918998,,0.82524377
0.029198955,-0.159147421,,0.034852668
0.037810297,-0.158570381,,0.398536495
0.046120031,-0.157872943,,0.855811873
0.049058887,-0.157593226,,0.243353489
0.055068961,-0.15696741,,0.004327571
0.056266212,-0.156834113,,0.325431742
0.062114929,-0.156141736,,0.238668567
0.06560158,-0.155696433,,0.248648186
0.065705813,-0.155682746,,0.498688289
0.067464339,-0.155448563,,0.888184141
0.069838254,-0.155122618,,0.399325768
0.070591,-0.155016911,,0.809269171
0.075522849,-0.154296299,,0.053725983
0.081943,-0.153285345,,0.740273325
0.094808237,-0.151011398,,0.317327846
0.098017675,-0.150392535,,0.282523113
0.098436007,-0.150310353,,0.664864962
0.105290229,-0.148913968,,0.051151806
0.114567739,-0.146874233,,0.143463547
0.115781064,-0.146594745,,0.190611743
0.125504911,-0.144248517,,0.004114364
0.12662988,-0.143964873,,0.885101055
0.141375359,-0.140013008,,0.566403439
0.156917132,-0.135377014,,0.668296833
0.157251406,-0.135271995,,0.821983874
0.157353641,-0.135239832,,0.583014826
0.15988138,-0.134437944,,0.709152862
0.164526114,-0.132931158,,0.021837691
0.171078096,-0.130732285,,0.2912158
0.174091367,-0.129692196,,0.331739697
0.178139165,-0.128266438,,0.611931585
0.191046269,-0.123501323,,0.50311097
0.197845638,-0.120857104,,0.481844315
0.202526752,-0.118982915,,0.927950916
0.210826588,-0.11555215,,0.517415293
0.213073574,-0.114599652,,0.850723469
0.213856716,-0.114265305,,0.523801156
0.218291443,-0.112348846,,0.479933124
0.221716485,-0.1108418,,0.457595381
0.227901532,-0.108060892,,0.398826599
0.233203283,-0.105616229,,0.58397191
0.238000372,-0.103355823,,0.16787812
0.241251426,-0.101797749,,0.278234061
0.244062702,-0.100433397,,0.346102125
0.247759292,-0.098615333,,0.906464589
0.263313025,-0.090666251,,0.685687569
0.263697754,-0.090463495,,0.452057744
0.264037346,-0.09028428,,0.996085839
0.264177889,-0.090210043,,0.151770908
0.265631573,-0.089439867,,0.352439085
0.26587402,-0.089311005,,0.941538996
0.268493851,-0.087911052,,0.01055851
0.269816805,-0.087198892,,0.195105203
0.272273812,-0.085866971,,0.619620628
0.272879487,-0.085536786,,0.04939197
0.281295494,-0.080872845,,0.735469523
0.283143606,-0.079829698,,0.912592723
0.290175672,-0.075798079,,0.96528406
0.297260899,-0.071635958,,0.8212476
0.297771787,-0.071331963,,0.290242624
0.300159015,-0.069904566,,0.708341845
0.30386746,-0.067664567,,0.269819959
0.305983299,-0.066374221,,0.982904384
0.306971962,-0.065768215,,0.213617249
0.308771933,-0.064659893,,0.728818262
0.308991703,-0.064524127,,0.185596784
0.31112366,-0.063202068,,0.1965783
0.327622805,-0.052663298,,0.237016728
0.331742252,-0.049947078,,0.552739716
0.335747296,-0.047273753,,0.684834568
0.335855537,-0.047201058,,0.284587815
0.342980819,-0.042364158,,0.67694517
0.346079035,-0.040229302,,0.041297883
0.350657493,-0.037039323,,0.611205777
0.357967723,-0.031859109,,0.640097978
0.366080397,-0.025985143,,0.504291306
0.370504372,-0.02272651,,0.077222718
0.371960661,-0.021645267,,0.25926693
0.385909736,-0.011073676,,0.791429277
0.387660129,-0.009719624,,0.27252694
0.397897329,-0.001677716,,0.613516182
0.400778591,0.000623479,,0.580867796
0.402270081,0.001821218,,0.94891873
0.405053044,0.004067968,,0.653835166
0.405636001,0.004540565,,0.210972479
0.413996394,0.011393014,,0.133199866
0.419470957,0.015955884,,0.284859871
0.421028432,0.017264941,,0.729619445
0.425138584,0.020742816,,0.967681461
0.426523969,0.021922696,,0.269962568
0.426872661,0.022220269,,0.766854678
0.427231946,0.022527136,,0.912802583
0.433792498,0.028175931,,0.853023955
0.435205037,0.029403424,,0.668358247
0.440352391,0.033910228,,0.320567125
0.442379805,0.035699892,,0.21353539
0.446914776,0.039732817,,0.537609438
0.447107876,0.039905453,,0.425150912
0.451208622,0.043589221,,0.857730269
0.460550157,0.052106447,,0.998385123
0.463751334,0.0550653,,0.933864696
0.471779409,0.062575811,,0.608308807
0.474866678,0.065498362,,0.427719564
0.480309541,0.070697255,,0.320913048
0.488074705,0.078216918,,0.733966804
0.49095288,0.08103473,,0.102495421
0.494282186,0.084314879,,0.952537456
0.495033085,0.085057755,,0.69063461
0.496488866,0.086501194,,0.144319482
0.497929042,0.087933331,,0.545912298
0.500615319,0.090615698,,0.241344731
0.501170509,0.091171879,,0.965772035
0.502273433,0.092278601,,0.654819109
0.5042783,0.094296604,,0.962416965
0.508283946,0.09835257,,0.801817605
0.513427361,0.103607655,,0.208309304
0.515988772,0.106244413,,0.871260652
0.517625091,0.107935735,,0.302710737
0.518244701,0.10857757,,0.417224716
0.52021035,0.110618808,,0.227561308
0.521995613,0.11247942,,0.686231177
0.522017611,0.112502386,,0.242338331
0.523663302,0.114223254,,0.438228277
0.527665413,0.118430788,,0.93299474
0.527686465,0.118453005,,0.806065455
0.529947337,0.12084418,,0.073437089
0.531426598,0.122414229,,0.542494691
0.532904503,0.123987209,,0.757347285
0.535209143,0.126448827,,0.2691973
0.537199029,0.128582797,,0.518292971
0.542881164,0.134719958,,0.420730191
0.545904212,0.138011409,,0.240240161
0.551191438,0.143812001,,0.235326572
0.556357201,0.149533335,,0.390797705
0.559168451,0.152669357,,0.725939222
0.55921548,0.152721953,,0.943460465
0.560138742,0.15375541,,0.591800667
0.560934544,0.154647563,,0.763883849
0.574871244,0.170476947,,0.583066956
0.576239376,0.172051818,,0.689479327
0.579249654,0.175530162,,0.571082547
0.582986137,0.179872836,,0.096082452
0.583513477,0.180487978,,0.771775201
0.585566361,0.182887963,,0.080917828
0.589185664,0.187139747,,0.697355024
0.589602555,0.187631173,,0.731151083
0.591599952,0.189990503,,0.089247318
0.594257787,0.193142317,,0.915879845
0.600150799,0.200180982,,0.715591643
0.601370007,0.201645885,,0.369343161
0.604126085,0.204968327,,0.131731571
0.606285295,0.207581859,,0.807544603
0.612536506,0.215200971,,0.838952781
0.614138213,0.217165745,,0.274045465
0.620246579,0.224705819,,0.387481882
0.622547384,0.227565245,,0.531653846
0.626999005,0.233127752,,0.998172703
0.629038438,0.235689356,,0.72784503
0.629911134,0.236788037,,0.572915783
0.641902206,0.252038442,,0.412433115
0.646488617,0.257947532,,0.703559025
0.646547163,0.258023234,,0.157503019
0.648639236,0.260732858,,0.316091893
0.649304727,0.261596629,,0.494923195
0.651391279,0.264310598,,0.459864045
0.652949116,0.266342548,,0.429004079
0.656588124,0.271107965,,0.210364626
0.660129532,0.275770999,,0.063618743
0.663877108,0.280732815,,0.184594743
0.669185787,0.287809618,,0.200292125
0.674422568,0.2948458,,0.151009293
0.678749741,0.300701211,,0.140855654
0.679907243,0.302273859,,0.210660099
0.680060118,0.302481764,,0.125662153
0.680138175,0.302587937,,0.298790123
0.696314363,0.324853692,,0.137522424
0.699417968,0.329185494,,0.9699875
0.707699139,0.340838071,,0.663689954
0.711135737,0.345714036,,0.9639849
0.713681927,0.349341893,,0.095990008
